"id","oblast","importance","name","category","type","area.ha","desig.decision","operator","location"
30,"АР Крим","загальнодержавне","Урочище Карасу-Баші","пам’ятка природи","гідрологічна",24,"Пост. РМ УРСР від 14.10.1975 р. № 780-р","ДП Білогірське ЛГ","Білогірський р-н ,с. Новокленівка, Новокленівське л-во, кв.14"
31,"АР Крим","загальнодержавне","Кизил-Коба","пам’ятка природи","геологічна",33,"Пост. РМ УРСР від 07.08.1963 р. № 1180-р","Підприємство Кизил- Коба","Сімферопольський р-н, с. Перевальне"
32,"АР Крим","загальнодержавне","Сопка Джау-Тепе","пам’ятка природи","геологічна",10,"Пост. РМ УРСР від 14.10.1975 р. № 780-р","Кіровська с/р","Ленінський р-н, с. Вулканівка"
33,"АР Крим","загальнодержавне","УрочищеДемерджи","пам’ятка природи","геологічна",20,"Пост. РМ УРСРвід 30.03.1981 р.№ 145","ДП Алуштинське ЛГ","м. Алушта, с. Лучисте,Алуштинське л-во, кв. 38"
34,"АР Крим","загальнодержавне","Карстова шахта Солдатська","пам’ятка природи","геологічна",10,"Пост. РМ УРСРвід 14.10.1975 р. № 780-р","ДП Судакське ЛМГ","Привітненьське л-во,кв. 48"
35,"АР Крим","загальнодержавне","Нікітський ботанічний сад","ботанічний сад","",876.6,"Пост. РМ УРСР від 14.10.1975 р. № 780-р","УААН","м. Ялта, сел. Нікіта"
36,"АР Крим","загальнодержавне","Алупкінський","парк-пам’ятка садово-паркового мистецтва","",30.95,"Пост.колегії Держкомприроди УССР від 22.07.1972 р.;Пост.Держкомитета Української ССР з екології та рац.природ. від 30.08.1990 р. № 18","","98676 м. Ялта,м. Алупка,Шоссе Дворцовое, 10"
37,"АР Крим","загальнодержавне","Гурзуфський","парк-пам’ятка садово-паркового мистецтва","",12,"Пост. РМ УРСР від 29.01.1975р. № 105","","98640м. Ялта, с. Гурзуф,вул.. Ленінградська, 10"
38,"АР Крим","загальнодержавне","Кіпарісний","парк-пам’ятка садово-паркового мистецтва","",9,"Пост. РМ УРСР від 29.01.1975 р. № 105Пост.колегії Держкомітет УССР з охорони природи від 22.07.1972 р.","","м. Ялта, сел. Гурзуф"
39,"АР Крим","загальнодержавне","Лівадійський","парк-пам’ятка садово-паркового мистецтва","",40.1,"Пост. РМ УРСР від 29.01.1960 р. № 105","","м. Ялта,сел. Лівадія"
40,"АР Крим","загальнодержавне","Масандрівський","парк-пам’ятка садово-паркового мистецтва","",44.1,"Пост. РМ УРСР від 29.01.1960 р. № 105","","м. Ялта, сел. МасандраМасандрівський паркб. 40"
41,"АР Крим","загальнодержавне","Місхорський","парк-пам’ятка садово-паркового мистецтва","",23,"Пост. РМ УРСР від 29.01.1960 р. № 105Пост. Держком.УССР з екол та раціон.природоп. від 30.08.1990 р. № 18","","98600 м. Ялта, Парковий проїзд, _"
42,"АР Крим","загальнодержавне","Утьос-Карасан","парк-пам’ятка садово-паркового мистецтва","",23,"Пост. РМ УРСР від 29.01.1960 р. № 105","","м. Алушта, сел. Утьос"
43,"АР Крим","загальнодержавне","Фороський","парк-пам’ятка садово-паркового мистецтва","",70,"Пост. РМ УРСР від 29.01.1960 р. № 105","","98690 м. Ялта, сел. Форос"
44,"АР Крим","загальнодержавне","Харакський","парк-пам’ятка садово-паркового мистецтва","",15,"Пост. РМ УРСР від.29.01.1975 р. № 105","","98662 м. Ялта, сел. Гаспра-2"
45,"АР Крим","місцеве","Калинівський","регіональний ландшафтний парк","",12000,"Пост. ВР АРК від. 16.02.2000р. № 913-2/2000","Азовський ЛГЗ-4108, Акваторія оз. Сиваш -5583; Джанкойське СТПУ-48 – 2309;","Джанкойський р-н ,с. Прозрачне"
46,"АР Крим","місцеве","Бакальська коса","регіональний ландшафтний парк","",1520,"Пост. ВР АРК від. 16.02.2000 р. № 913-2/2000","ДП Роздольненське ЛГ","Роздольненський р-н с. Стерегуще"
47,"АР Крим","місцеве","Караларський","регіональний ландшафтний парк","",6806,"Постанова ВР АРК від 20.06.2007 р. № 509-5/07 Про створення рег.ланд.парка Карал. в АРК","","Ленінський р-н, сел. Багерове,с. Золоте,с. Чистопілля"
48,"АР Крим","місцеве","Тиха бухта","регіональний ландшафтний парк","",1508,"Постанова ВР АРК від 19.12.2007 р. № 708-5/07","Орджонікідзівська с/р, Насипновська с/р, Коктебельська с/р","м. Феодосія, сел. Орджонікідзе,с. Насипне,сел. Коктебель"
49,"АР Крим","місцеве","Лисяча бухта Ечкі-Даг","регіональний ландшафтний парк","",1561,"Постанова ВР АРК від 17.09.2008 р. № 950-5/08","Сонечнодолинська с/р, Щебетівська с/р","м. Судак,м. Феодосія"
50,"АР Крим","місцеве","Воздухоплавний комплекс Узун-Сирт, гора Клементьева","регіональний ландшафтний парк","",840,"Постанова ВР АРК від 22.09.2010 р. № 1883-5/10","Первомайська с/рНасипновська с/рКоктебельський с/р","с. Первомайське (Кіровський р-н), с. Насипне, с. Коктебель (м. Феодосія)"
51,"АР Крим","місцеве","Научний","регіональний ландшафтний парк","",965,"Пост. ВР АРК від 21.12.2011 р. №643-6/11","","Бахчисарайський р-н, на території ДП Бахчисарайське ЛГ у с. Научне"
52,"АР Крим","місцеве","Біла скеля","регіональний ландшафтний парк","",2256,"Пост. ВР АРК від 21.12.2011 р. №643-6/11","","Білогірський р-н, за межами населених пунктів Вішенського, Василівського, Мічурінської сільських рад"
53,"АР Крим","місцеве","Бахчисарай","регіональний ландшафтний парк","",10300,"Пост. ВР АРК від 21.12.2011 р. №643-6/11","ДП Бахчисарайське ЛГ, ДП Куйбмшівське ЛГ КРУ Бахчисарайський історико-культурний заповідник","Бахчисарайський р-н, за межами населених пунктів"
54,"АР Крим","місцеве","Урочище Кізіл-Коба","регіональний ландшафтний парк","",102,"Пост. ВР АРК від 21.12.2011 р. №643-6/11","","Сімферопольський р-н, за межами начселених пунктів Добровської сільської ради на західному схилі Долгоруківського карстоаого масиву у верхів’ях р. Червонопечерної"
55,"АР Крим","місцеве","Донузлав","регіональний ландшафтний парк","",2335,"Постанова ВР АРК від 27.02.2013 №1196-6/13","",""
56,"АР Крим","місцеве","Мис Такіль","регіональний ландшафтний парк","",850,"Постанова ВР АРК від 27.02.2013 №1196-6/13","",""
57,"АР Крим","місцеве","Бітак","регіональний ландшафтний парк","",55,"Постанова ВР АРК від 27.02.2013 №1196-6/13","",""
58,"АР Крим","місцеве","Атлеш","регіональний ландшафтний парк","",260,"Постанова ВР АРК від 27.02.2013 №1196-6/13","",""
59,"АР Крим","місцеве","Джангульський зсувне узбережжя","заказник","ландшафтний",100,"Рішення Облвиконкому від. 20.05.1980 р.№ 353","Оленівська с/р","Чорноморський р-н ,с. Оленівка"
60,"АР Крим","місцеве","Ділянка степу ус. Клепиніне","заказник","ландшафтний",3,"РішенняОблвиконкомувід. 15.04.1986 р. № 156","Кримська ДСГОС","с. Клепиніно"
61,"АР Крим","місцеве","Ділянка степу у с. Сонячне","заказник","ландшафтний",5,"Рішення Облвиконкому від. 15.04.1986 р.№ 156","Молодіжненська с/р","Симферопольський р-н, с. Сонячне"
62,"АР Крим","місцеве","Цилінний степ у с. Григор'ївка","заказник","ландшафтний",208,"Пост. ВР АРК від. 16.02.2000 р. № 913-2/2000","Янтарненська с/р","Красногвардійський р-н, с. Григор'ївка"
63,"АР Крим","місцеве","Ай-Петринська яйла","заказник","ландшафтний",1795,"Пост. ВР АРК від. 22.12.2010 р. № 126-6/10","ДП Куйбишевське ЛГ","ДП Куйбишевське ЛГ, Соколінське лісництво кв. 54, 55, 59-65, 72, 75, 76, 81, 83"
64,"АР Крим","місцеве","Карабі-Яйла","заказник","ландшафтний",2829,"Пост. ВР АРК від. 22.12.2010 р. № 126-6/10","ДП Білогірське ЛГ","ДП Білогірське ЛГ, Новокленівське лісництво кв. 69-73, 76-78, 80-83, 92-99, 102-105, 109-114"
65,"АР Крим","місцеве","Джемерджи яйла","заказник","ландшафтний",2076,"Пост. ВР АРК від. 21.12.2011 р. № 643-6/11","ДП Алуштинське ЛГ","ДП Алуштинське ЛГ кв. 12-19, 37-40"
66,"АР Крим","місцеве","Сасикський","заказник","ландшафтний",5000,"Пост. ВР АРК від. 21.12.2011 р. № 643-6/11","ДП Євпаторійське ЛГ","Сакський р-н за межами населених пунктів Лесновської, Охотніковської, Суворівської сільських рад"
67,"АР Крим","місцеве","Осовинський степ","заказник","ландшафтний",3472,"Пост. ВР АРК від. 21.12.2011 р. № 643-6/11","","Ленінський р-н, за межами населених пунктів Войковської і Глазовської сільських рад"
68,"АР Крим","місцеве","Степова ділянка у селі Шкільне","заказник","ландшафтний",224,"Пост. ВР АРК від. 21.12.2011 р. № 643-6/11","","Сімферопольський район, у селі Шкільне, за межами населених пунктів Родніковської та Скворцовської селищних рад"
69,"АР Крим","місцеве","Долгоруківська яйла","заказник","ландшафтний",2130,"Пост. ВР АРК від. 21.12.2011 р. № 643-6/11","","Сімферопольський район, за межами населених пунктів Добровської мільської ради"
70,"АР Крим","місцеве","Зелене коло","заказник","лісовий",172,"Рішення Облвиконкому від. 20.05.1980 р.№ 353","ДП Ленінське ЛГкв. 2-4","Ленінський р-н, сел. Леніне"
71,"АР Крим","місцеве","Тирке","заказник","ботанічний",1500,"Рішення Облвиконкому від. 11.11.1979 р. № 617","ДПСимферопольське ЛМГ","Сімферопольський р-н с. Перевальне, Перевальнинське л-во кв. 6-12,14,27,28–921гаБілогорський р-н: Красногірське л-во, кв.71 – 171 га;Міжгірське л-во, кв.43-45 - 408 га;"
72,"АР Крим","місцеве","Урочище Парагільмєн","заказник","ботанічний",225,"Рішення Облвиконкомувід. 11.11.1979 р. № 617","ДП Алуштинське ЛГ","м. Алушта, с. Малий Маяк,Запруднинське л-во кв.8, 10, 11, 13"
73,"АР Крим","місцеве","Кастель","заказник","ботанічний",150,"Рішення Облвиконкому від. 11.11.1979 р. № 617","ДП Алуштинське ЛГ","м. Алушта, с. Малий Маяк, Алуштинське л-во, кв. 70,71"
74,"АР Крим","місцеве","Михайлівський","заказник","ботанічний",145,"Рішення Облвиконкому від. 11.11.1979 р. № 617","ДП Бахчисарайське ЛГ","Бахчисарайський р-н с. Долинне, Михайлівське л-во, кв. 7,8,13,16,24-30"
75,"АР Крим","місцеве","Бельбекський тисовий гай","заказник","ботанічний",20,"Рішення Облвиконкому від. 20.05.1980 р. № 353","ДП Куйбишевське ЛГ","Бахчисарайський р-н сел. Куйбишеве, Куйбишевське л-во кв.12"
76,"АР Крим","місцеве","Ділянка степу на Тарханкутському півострові","заказник","ботанічний",100,"Рішення Облвиконкому від. 20.05.1980 р.№ 353","к-п Шлях Леніна","Чорноморський р-н, с. Красносільське,Окунівська с/р"
77,"АР Крим","місцеве","Пожарський","заказник","ботанічний",20,"Рішення Облвиконкому від. 11.11.1979 р. № 617","Пожарська с/р","Симферопольський р-н, с. Пожарське"
78,"АР Крим","місцеве","Присиваський","заказник","ботанічний",1000,"Рішення Облвиконкому від. 11.11.1979 р. № 617","р-п Примор'є КСП Іскра","Ніжньогірський р-н с. Ізобільне"
79,"АР Крим","місцеве","Південнобережні дубрави","заказник","ботанічний",10.8,"Пост. ВР АРК від. 22.10.2003 р. № 709-3/03","СКО Пансіонат Гліцинія","м. Ялта, сел. Нижня Ореанда"
80,"АР Крим","місцеве","Гірський масив Тепе-Оба","заказник","ботанічний",1200,"Пост. ВР АРК от 19.12.2007 р. № 708-5/07","Орджонікідзеньська с/р","м. Феодосія, сел. Орджонікідзе"
81,"АР Крим","місцеве","Ялівцевий гай у балки Канли-Дере імені Новели Вавилової","заказник","ботанічний",64,"Пост. ВР АРК від. 21.12.2011 р. № 643-6/11","","м. Бахчисарай у гори Бешик-Тау"
82,"АР Крим","місцеве","Папая-Кая","заказник","ботанічний",550,"Постанова ВР АРК від 27.02.2013 №1196-6/13","",""
83,"АР Крим","місцеве","Озеро Чокрак","заказник","гідрологічний",1000,"Пост. ВР АРК від. 21.12.2011 р. № 643-6/11","","Ленінський р-н за межами населених пунктів Багеровської сільської ради"
84,"АР Крим","місцеве","Гора-відторженець Парагільмен","пам’ятка природи","комплексна",5,"Рішення Облвиконкому від. 15.02.1964 р.№ 92","ДП Алуштинське ЛГ","м. Алушта, с. Малий Маяк, Запруднинське л-во, кв. 12"
85,"АР Крим","місцеве","Ділянки дубовихгаїв Дубки ","пам’ятка природи","комплексна",14,"Рішення Облвиконкому від 15.02.1964 р.№ 92","ДП Сімферопольське ЛМГ","Сімферопольський р-н, с. Партизани,Партизанське лісн., кв.89, вид.4;кв.4, вид.1"
86,"АР Крим","місцеве","Ділянка узбережжя у с. Миколаївка","пам’ятка природи","комплексна",5,"Рішення Облвиконкому від. 15.02.1964 р. № 92","Миколаївська с/р","Сімферопольський р-н с. Миколаївка"
87,"АР Крим","місцеве","Столова гора-останець Тепе-Кермен","пам’ятка природи","комплексна",5,"Рішення Облвиконкому від. 15.02.1964 р.№ 92","Бахчисарайський державний історико-культурний музей","Бахчисарайський р-нс. Кудрино"
88,"АР Крим","місцеве","Бакла","пам’ятка природи","комплексна",5,"Рішення Облвиконкому від. 15.02.1964 р.№ 92","КСП ім. Чапаєва","Бахчисарайський р-нс. Скалисте"
89,"АР Крим","місцеве","Гора-останець Шелудива","пам’ятка природи","комплексна",5,"Рішення Облвиконкому від. 15.02.1964 р.№ 92","КСП ім. Чапаєва","Бахчисарайський р-нс. Прохладне"
90,"АР Крим","місцеве","Мис Ай-Тодор","пам’ятка природи","комплексна",8,"Рішення Облвиконкому від. 15.02.1964 р.№ 92Пост. ВР АРК від 21.05.1997 р. № 1170-1","сан. Перлина – 2,1 га, Парус – 3,0 га, Дніпро - 0,5 га Ай-Тодорський Маяк, в/ч 49385 – 0,2 га, Санаторій Дніпро - 0,5 гаТОВ Ялта-Верона - 0,117га","м. Ялта ,сел. Гаспра"
91,"АР Крим","місцеве","Скелі-острівки Адалари","пам’ятка природи","комплексна",1,"Рішення Облвиконкому від. 15.02.1964 р.№ 92","Гурзуфська с/р","м. Ялта, смт. Гурзуф"
92,"АР Крим","місцеве","Мис Плака","пам’ятка природи","комплексна",5,"Рішення Облвиконкому від. 15.02.1964 р.№ 92","Санаторій Утьос","м. Алушта, сел. Партеніт"
93,"АР Крим","місцеве","Гора Лягушка","пам’ятка природи","комплексна",5,"Постан. бюро Кримськ. обкома КПУ і облвиконкома від 30.01.1969 р. № 198-67","Дачнівська с/р","м. Судак, с. Дачне"
94,"АР Крим","місцеве","Ай-Серез","пам’ятка природи","комплексна",5,"Рішення Облвиконкому від. 22.09.1969 р. № 634","ДП Судакське ЛМГ","м. Судак, с. Міжріччя Морське л-во, кв.19, вид.22,23,25,26,76,44; кв.23, від.16"
95,"АР Крим","місцеве","Гора Крестова","пам’ятка природи","комплексна",7,"Рішення Облвиконкому від. 22.09.1969 р. № 634","Санаторний комплекс Дюльбер","м. Ялта, сел. Ореанда"
96,"АР Крим","місцеве","Скеля Іфігенія","пам’ятка природи","комплексна",9,"Пост. ВР АРК від 21.05.1997 р.№ 1170-1","Сімеїзська с/р","м. Ялта, сел. Берегове"
97,"АР Крим","місцеве","Урочище Гора Болгатура","пам’ятка природи","комплексна",1.9,"Пост. ВР АРК від 19.05.2005 р. № 1316-4/05","ТОВ Флора Сервіс","м. Ялта, сел. Гурзуф"
98,"АР Крим","місцеве","Півострів Меганом","пам’ятка природи","комплексна",651.591,"Пост. ВР АРК от 19.12.2005 р. № 708-5/07","Сонячнодолинська с/р","м. Судак, с. Сонячна Долина"
99,"АР Крим","місцеве","Гай яливцю високого в р-ні Семідвір'я","пам’ятка природи","ботанічна",5,"Рішення Кримського Облвиконкому від 15.02.1964 р. № 92","ДП Алуштинське ЛГ","м. Алушта, с. Семідвір'є Алуштинське л-во, кв. 53 вид. 18"
100,"АР Крим","місцеве","Дуб-Богатир Тавриди","пам’ятка природи","ботанічна",0.067,"Рішення Облвиконкому від. 22.02.1972 р. № 97","Сімфероп. дитячий оздоровч. екол. центр","м. Сімферополь, Міський Дитячий парк"
101,"АР Крим","місцеве","П'ятистовбуровий каштан","пам’ятка природи","ботанічна",0.0323,"Рішення Облвиконкому від. 22.02.1972 р. № 97","Київська райрада м. Сімферополь","м. Сімферополь, вул. Фрунзе, 30"
102,"АР Крим","місцеве","Суворовський дуб","пам’ятка природи","ботанічна",0.09,"Пост. ВР АРК від 21.05.1997 р. № 1170-1","р-з Предгор'є","Білогірський р-н, с. Яблучне"
103,"АР Крим","місцеве","Суничник НБС","пам’ятка природи","ботанічна",,"Пост. ВР АРК від. 21.12.2011 р. № 643-6/11","НБС-ННЦ","м. Ялта, смт. Нікіті, НБС-ННЦ, нижче та на схід від наукового корпусу"
104,"АР Крим","місцеве","Фісташка НБС","пам’ятка природи","ботанічна",,"Пост. ВР АРК від. 21.12.2011 р. № 643-6/11","НБС-ННЦ","м. Ялта, смт. Нікіті, НБС-ННЦ, у 20 метрах нижче наукового корпусу у Верхньому парку"
105,"АР Крим","місцеве","Олива НБС","пам’ятка природи","ботанічна",,"Пост. ВР АРК від. 21.12.2011 р. № 643-6/11","НБС-ННЦ","м. Ялта, смт. Нікіті, НБС-ННЦ, у нижній частині Верхнього парку"
106,"АР Крим","місцеве","Тис Лесі Українки","пам’ятка природи","ботанічна",,"Пост. ВР АРК від. 21.12.2011 р. № 643-6/11","Державна адміністрація Лівадійського, Масандрівського, Місхорського парків-пам’яток садово-паркового мистецтва загальнодержавного значення","м. Ялта, смт. Масандра, Масандрівський парк"
107,"АР Крим","місцеве","Дуб-релікт бельбекських дібров","пам’ятка природи","ботанічна",,"Пост. ВР АРК від. 21.12.2011 р. № 643-6/11","Куйбишевська селищна рада","Бахчисарайський р-н, за межами населених пунктів Куйбишевської сільської ради, 1 км східніше с. Куйбишеве"
108,"АР Крим","місцеве","Шовковиця Гіреїв","пам’ятка природи","ботанічна",,"Пост. ВР АРК від. 21.12.2011 р. № 643-6/11","КРУ Бахчисарайський історико-культурний заповідник","м. Бахчисарай, вул. Східна, 10, на території кухонного двору Бахчисарайського ханського палацу"
109,"АР Крим","місцеве","Священний гай Балта-Тиймез","пам’ятка природи","ботанічна",,"Пост. ВР АРК від. 21.12.2011 р. № 643-6/11","КРУ Бахчисарайський історико-культурний заповідник","м. Бахчисарай, на території старого Караїмського кладовища Балта-Тиймез у верхів’ях балки Мар’ям-дере"
110,"АР Крим","місцеве","Горіх Пузанова","пам’ятка природи","ботанічна",,"Пост. ВР АРК від. 21.12.2011 р. № 643-6/11","гр. Павлюкова","Бахчисарайський р-н, с. Верхоріччя, вул. 8-го Березня, 18"
111,"АР Крим","місцеве","Фісташка Юстиніана","пам’ятка природи","ботанічна",,"Пост. ВР АРК від. 21.12.2011 р. № 643-6/11","ВЧ А4014а","м. Ялта, с. Гаспра, мис Ай-Тодор"
112,"АР Крим","місцеве","Платан пам’ять Алустона","пам’ятка природи","ботанічна",,"Пост. ВР АРК від. 21.12.2011 р. № 643-6/11","Алуштинська міська рада","м. Алушта, 200 м від моря і від річки Демерджинка у парку"
113,"АР Крим","місцеве","Горіх Юрія Нікуліна","пам’ятка природи","ботанічна",,"Пост. ВР АРК від. 21.12.2011 р. № 643-6/11","ДП Алуштинське лісове господарство","м. Алушта, с. Лучмсте, на території Долини привидів у підніжжя гори Демерджи."
114,"АР Крим","місцеве","Суничник Єни","пам’ятка природи","ботанічна",,"Пост. ВР АРК від. 21.12.2011 р. № 643-6/11","Ялтинський гірсько-лісовий природний заповідник","м. Ялта, За межами населених пунктів Лівадійської селищної ради в районі с. Ореанда на горі Ай-Нікола у 20 м праворуч від Курчатовської туристичної стежки"
115,"АР Крим","місцеве","Нескорений","пам’ятка природи","ботанічна",,"Пост. ВР АРК від. 21.12.2011 р. № 643-6/11","ЗАТ Санаторій Утьос","м. Алушта, сел. Малий Маяк, ЗАТ Санаторій Утьос"
116,"АР Крим","місцеве","Дуб Дулицького","пам’ятка природи","ботанічна",,"Пост. ВР АРК від. 21.12.2011 р. № 643-6/11","Сімферопольський дитячий освітньо-екологічний центр Сімферопольської міськради","М. Сімферополь, територія Дитячого парку"
117,"АР Крим","місцеве","Ялівець Шумера","пам’ятка природи","ботанічна",,"Постанова ВР АРК від 27.02.2013 №1196-6/13","",""
118,"АР Крим","місцеве","Ялівець майора Селіхова","пам’ятка природи","ботанічна",,"Постанова ВР АРК від 27.02.2013 №1196-6/13","",""
119,"АР Крим","місцеве","Ялівець Фортунатова","пам’ятка природи","ботанічна",,"Постанова ВР АРК від 27.02.2013 №1196-6/13","",""
120,"АР Крим","місцеве","Ялівець героїв Судакського десанту","пам’ятка природи","ботанічна",,"Постанова ВР АРК від 27.02.2013 №1196-6/13","",""
121,"АР Крим","місцеве","Ялівець Шафера","пам’ятка природи","ботанічна",,"Постанова ВР АРК від 27.02.2013 №1196-6/13","",""
122,"АР Крим","місцеве","Ялівець Ягунова","пам’ятка природи","ботанічна",,"Постанова ВР АРК від 27.02.2013 №1196-6/13","",""
123,"АР Крим","місцеве","Платан Романтика","пам’ятка природи","ботанічна",,"Постанова ВР АРК від 27.02.2013 №1196-6/13","",""
124,"АР Крим","місцеве","Фісташка Чехова","пам’ятка природи","ботанічна",,"Постанова ВР АРК від 27.02.2013 №1196-6/13","",""
125,"АР Крим","місцеве","Фісташка Ліпи","пам’ятка природи","ботанічна",,"Постанова ВР АРК від 27.02.2013 №1196-6/13","",""
126,"АР Крим","місцеве","Шовковиця Резніченко","пам’ятка природи","ботанічна",,"Постанова ВР АРК від 27.02.2013 №1196-6/13","",""
