"id","oblast","importance","name","category","type","area.ha","desig.decision","operator","location"
11,"Житомирська","загальнодержавне","Забарський","заказник","гідрологічний",1095,"Постанова РМ УРСР від 25.02.1980 р. № 132","ДП Ємільчинське ЛГ","Ємільчинський р-н, ДП Ємільчинське ЛГ, Глумчанське лісництво, кв. 1, 2, 3, 6, 7, 8, 12, 18, 19"
12,"Житомирська","загальнодержавне","Червоновільсь-кий","заказник","гідрологічний",805,"Постанова РМ УРСР від 25.02.1980 р. № 132","ДП Городницьке ЛГ","Новоград-Волинський р-н, ДП Городницьке ЛГ, Червоновільське лісництво, кв. 1, 2, 3, 5, 6, 7, 12, 13"
13,"Житомирська","загальнодержавне","Корніїв","пам’ятка природи","ботанічна",15,"Розпорядження РМ УРСР від 14.10.1975р. № 780-Р","ДП Словечанське ЛГ","Овруцький р-н, ДП Словечанське ЛГ, Кованське лісництво, кв.37"
14,"Житомирська","загальнодержавне","Модрина","пам’ятка природи","ботанічна",36,"Розпорядження РМ УРСР від 07.08.1963р. № 1180-Р","ДП Городницьке ЛГ","Новоград-Волинський р-н, ДП Городницьке ЛГ , Дзержинське лісництво, кв.28"
15,"Житомирська","загальнодержавне","Ботанічний сад Житомирського національного агроекологічного університету","ботанічний сад",,35.4,"Розпорядження РМ УРСР від 07.08.1963 р. № 1180-Рі Постанова КМУ від 12.10.1992 р. № 584","Житомирський національний агроекологічний університет","м. Житомир, вул. Корольова, 39 та хутір Затишшя"
16,"Житомирська","загальнодержавне","Верхівнянський","парк-пам’ятка садово-паркового мистецтва",,33.7,"Постанова РМ УРСР від 29.01.1960 р. № 105","Верхівнянська філія Житомирського агротехнічного коледжу","Ружинськнй р-н, с. Верхівня"
17,"Житомирська","загальнодержавне","Городницький","парк-пам’ятка садово-паркового мистецтва",,21,"Постанова РМ УРСР від 29.01.1960 р. № 105","ДП Городницьке ЛГ","Новоград-Волинський р-н, ДП Городницьке ЛГ, Городницьке лісництво, кв. 65"
18,"Житомирська","загальнодержавне","Івницький","парк-пам’ятка садово-паркового мистецтва",,14,"Постанова РМ УРСР від 29.01.1960 р. № 105","ДП Коростишівське ЛГ","Андрушівський р-н, ДП Коростишівське ЛГ, Івницьке лісництво, кв. 82"
19,"Житомирська","загальнодержавне","Новочорторийський","парк-пам’ятка садово-паркового мистецтва",,19.2,"Постанова РМ УРСР від 29.01.1960 р. № 105","Новочорторийський державний аграрний технікум","Любарський р-н, с. Нова Чортория"
20,"Житомирська","загальнодержавне","Трощанський","парк-пам’ятка садово-паркового мистецтва",,31.9,"Постанова РМ УРСР від 29.01.1960р. № 105","ДП Дзержинський лісгосп АПК","Чуднівський район, с. Троща, ДП Дзержинський лісгосп АПК, кв. 56"
21,"Житомирська","місцеве","Гамарня","заказник","ландшафтний",1131,"Рішення облвиконкому від 03.12.1982 р. №489","ДП Малинське ЛГ","Малинський р-н, ДП Малинське ЛГ, Слобідське лісництво, кв.40, 41, 42, 43"
22,"Житомирська","місцеве","Древлянський","заказник","ландшафтний",9182.76,"Рішення 8 сесії обласної ради п’ятого скликання від 05.04.07 № 191 Про утворення об’єкту природно-заповідного фонду місцевого значення; уточнено площу заказника рішенням 8 сесії Житомирської обласної ради шостого скликання від 15.12.11 №373 Про створення нових та уточнення площ існуючих об’єктів природно-заповідного фонду місцевого значення, про зміну користувача заповідного об’єкта","ДП Народицький спецлісгосп, ДП Народицький лісгосп АПК, Базарська с/р, Межиліська с/р","Народицький район, ДП Народицький спецлісгосп; ДП Народицький лісгосп АПК, Базарське л-во; землі запасу Базарської с/р; землі запасу Межиліської с/р"
23,"Житомирська","місцеве","Миколинці","заказник","ландшафтний",723,"Рішення 15 сесії обласної ради п’ятого скликання від 26.06.08 № 595 Про утворення об’єктів природно-заповідного фонду місцевого значення","ДП Ємільчинський лісгосп АПК","ДП Ємільчинський лісгосп АПК, Барашівське л-во, кв. 84-87, 100, 101, 104"
24,"Житомирська","місцеве","Глушець","заказник","ландшафтний",944,"Рішення 20 сесії обласної ради п’ятого скликання від 28.05.09 № 819 Про утворення об’єктів природно-заповідного фонду місцевого значення","ДП Словечанський лісгосп АПК","Овруцький р-н, ДП Словечанський лісгосп АПК, Овруцьке лісництво, квартали 1,2"
25,"Житомирська","місцеве","Калинка","заказник","ландшафтний",55,"Рішення 21 сесії обласної ради п’ятого скликання від 09.09.09 № 883 Про утворення та розширення об’єктів природно-заповідного фонду місцевого значення","ДП Малинське ЛГ","Малинський р-н, ДП Малинське ЛГ, Любовицьке лісництво, квартал 13"
26,"Житомирська","місцеве","Раївка","заказник","ландшафтний",206.5,"Рішення 21 сесії обласної ради п’ятого скликання від 09.09.09 № 883 Про утворення та розширення об’єктів природно-заповідного фонду місцевого значення","ДП Радомишльське ЛМГ","Радомишльський р-н, ДП Радомишльське ЛМГ,Білківське лісництво, кв. 90 (вид. 4,6,7,8), кв. 91 (вид. 2-18), кв. 92 (вид. 4,10,17,19), кв. 93 (вид. 2-18), кв. 94, кв. 95, кв. 98 (вид. 10-12)"
27,"Житомирська","місцеве","Березовий гай","заказник","ландшафтний",234,"Рішення 21 сесії обласної ради п’ятого скликання від 09.09.09 № 883 Про утворення та розширення об’єктів природно-заповідного фонду місцевого значення","ДП Радомишльське ЛМГ","Радомишльський р-н, ДП Радомишльське ЛМГ, Потіївське лісництво, кв. 1-6"
28,"Житомирська","місцеве","Полігон","заказник","ландшафтний",2293.3,"Рішення двадцять шостої сесії Житомирської обласної ради п’ятого скликання від 08.09.10 №1163 Про утворення об’єктів природно-заповідного фонду місцевого значення","ДП Коростенське ЛМГ","Коростенський р-н, ДП Коростенське ЛМГ, Бехівське лісництво, кв. 114-136 (крім кварталу 116, вид. 19; кварталу 117, вид. 14; кварталу 123, вид. 19 та кварталу 124, вид. 2)"
29,"Житомирська","місцеве","Михайловичі","заказник","ландшафтний",139.6,"Рішення 17 сесії обласної ради п’ятого скликання від 14.11.08 № 665 Про утворення об’єктів природно-заповідного фонду місцевого значення","ДП Коростенське ЛМГ","Коростенський р-н, ДП Коростенське ЛМГ, Бехівське л-во, кв. 16 (вид. 16-18) – 18, 26, 28"
30,"Житомирська","місцеве","Пилипівка","заказник","ландшафтний",54.9,"Рішення 8 сесії Житомирської обласної ради шостого скликання від 15.12.11 №373 Про створення нових та уточнення площ існуючих об’єктів природно-заповідного фонду місцевого значення, про зміну користувача заповідного об’єкта","ДП Житомирський лісгосп","Житомирський р-н, ДП Житомирський лісгосп, Пилипівське лісництво, кв. 38"
31,"Житомирська","місцеве","Здрівля","заказник","ландшафтний",67.9,"Рішення IX сесії Житомирської обласної ради VI скликання від 22.03.12 № 503 Про створення нових та уточнення площі існуючого об’єкта природно-заповідного фонду місцевого значення","ДП Малинський лісгосп","Малинський район, ДП Малинський лісгосп, Малинське лісництво, кв. 64 (площа 58 га), кв. 63, вид. 10, 13, 14 (площа 9,9 га)"
32,"Житомирська","місцеве","Багно","заказник","ландшафтний",36.2,"Рішення IX сесії Житомирської обласної ради VI скликання від 22.03.12 № 503 Про створення нових та уточнення площі існуючого об’єкта природно-заповідного фонду місцевого значення","ДП Малинський лісгосп АПК","Малинський район, ДП Малинський лісгосп АПК, Ворсівське лісництво, кв. 8, вид. 53 - 66"
33,"Житомирська","місцеве","Федорівський","заказник","ландшафтний",557,"Рішення XII сесії Житомирської обласної ради VI скликання від 22.11.12 № 718 Про створення нових і зміну меж існуючих об’єктів природно-заповідного фонду місцевого значення","ДП Новоград-Волинське ДЛМГ","Новоград-Волинський район, ДП Новоград-Волинське ДЛМГ, Новоград-Волинське лісництво, кв. 78 (площа 49 га), кв. 79 (площа 50 га), кв. 80 (площа 48 га), кв. 81 (площа 51 га), кв. 82 (площа 30 га), кв. 89 (площа 64 га), кв. 90 (площа 58 га), кв. 91 (площа 53 га), кв. 92 (площа 47 га), кв. 93 (площа 56 га), кв. 94 (площа 51 га)."
34,"Житомирська","місцеве","Пікельський","заказник","ландшафтний",128,"Рішення XII сесії Житомирської обласної ради VI скликання від 22.11.12 № 718 Про створення нових і зміну меж існуючих об’єктів природно-заповідного фонду місцевого значення","ДП Новоград-Волинське ДЛМГ","Новоград-Волинський район, ДП Новоград-Волинське ДЛМГ, Пищівське лісництво, кв. 33, вид. 6 (площа 0,7 га), кв. 33, вид. 7 (площа 4,0 га), кв. 33, вид. 16 (площа 2,7 га), кв. 33, вид. 17 (площа 2,2 га), кв. 33, вид. 19 (площа 7,7 га), кв. 33, вид. 20 (площа 0,4 га); кв. 34, вид. 9 (площа 1,2 га), кв. 34, вид. 12 (площа 3,1 га), кв. 34, вид. 13 (площа 16 га); кв. 42, вид. 2 (площа 1,7 га), кв. 42, вид. 3 (площа 7,2 га), кв. 42, вид. 4 (площа 6,9 га); кв. 43, вид. 1 (площа 1,2 га), кв. 43, вид. 3 (площа 4,6 га), кв. 43, вид. 4 (площа 4,6 га), кв. 43, вид. 15 (4, площа 27,6 га), кв. 43, вид. 16 (площа 1,3 га), кв. 43, вид. 17 (площа 8,1 га), кв. 43, вид. 18 (площа 0,3 га), кв. 43, вид. 19 (площа 0,3га); кв. 44, вид. 1 (площа 0,4 га), кв. 44, вид. 2 (площа 1,2 га), кв. 44, вид. 3 (площа 5,7 га), кв. 44, вид. 9 (площа 14,7 га), кв. 44, вид. 16 (площа 1,4 га), кв. 44, вид. 17 (площа 2,8 га)."
35,"Житомирська","місцеве","Партизанський","заказник","ландшафтний",22.9,"Рішення XII сесії Житомирської обласної ради VI скликання від 22.11.12 № 718 Про створення нових і зміну меж існуючих об’єктів природно-заповідного фонду місцевого значення","ДП Новоград-Волинське ДЛМГ","Новоград-Волинський район, ДП Новоград-Волинське ДЛМГ, Пищівське лісництво, кв. 35, вид. 3 (площа 9,2 га), кв. 35, вид. 8 (площа 5,8 га), кв. 35, вид. 9 (площа 6,0 га), кв. 35, вид. 15 (площа 1,9 га)"
36,"Житомирська","місцеве","Андрушівський ліс-1","заказник","лісовий",2.8,"Рішення облвиконкому від 03.12.1982 р. №489","ДП Попільнянське ЛГ","Андрушівський р-н, ДП Попільнянське ЛГ, Андрушівське лісництво, кв.69, вид.2"
37,"Житомирська","місцеве","Андрушівський ліс-2","заказник","лісовий",2.8,"Рішення облвиконкому від 03.12.1982 р. №489","ДП Попільнянське ЛГ","Андрушівський р-н, ДП Попільнянське ЛГ, Андрушівське лісництво, кв. 53, вид. 8"
38,"Житомирська","місцеве","Баньки","заказник","лісовий",1339,"Рішення 14 сесії обласної ради XXIII скликання від 04.07.2000 р.","ДП Олевське ЛГ","Олевський р-н., ДП Олевське ЛГ , Олевське лісництво, кв. 10, 14, 15, 17, 22, 31, 41; Сновидовицьке лісництво, кв. 40, 41, 46, 47, 48, 54"
39,"Житомирська","місцеве","Баранівський","заказник","лісовий",550,"Рішення дев’ятої сесії обласної ради XXII скликання від 22.11.1997 р.","ДП Баранівське ЛМГ","Баранівський р-н, ДП Баранівське ЛМГ, Баранівське лісництво, кв. 34, 35, 36, 37, 48, 49, 50, 51"
40,"Житомирська","місцеве","Березовий","заказник","лісовий",36,"Рішення 14 сесії обласної ради XXIII скликання від 04.07.2000 р.","ДП Словечанське ЛГ","Овруцький р-н, ДП Словечанське ЛГ, Можарівське лісництво, кв. 78, вид. 10, 11, 16, 18, Нагорянське лісництво, кв. 61, вид. 7, 17, кв. 68, вид. 6"
41,"Житомирська","місцеве","Білоко-ровицький","заказник","лісовий",18,"Рішення облвиконкому від 23.12.1991 р. №360","ДП Білокоровицьке ЛГ","Олевський р-н, ДП Білокоровицьке ЛГ, Білокоровицьке лісництво, кв. 72, вид. 27"
42,"Житомирська","місцеве","Ботанічна","заказник","лісовий",0.6,"Рішення облвиконкому від 20.11.1967 р. № 610","ДП Новоград-Волинське ДЛМГ","Новоград-Волинський р-н, ДП Новоград-Волинське ДЛМГ, Піщівське лісництво, кв. 96, вид.11"
43,"Житомирська","місцеве","Будки","заказник","лісовий",444,"Рішення облвиконкому від 01.02.1988 р. № 27","ДП Ємільчинське ЛГ","Ємільчинський р-н, ДП Ємільчинське ЛГ, Ємільчинське лісництво, кв. 28, 29, 36, 37"
44,"Житомирська","місцеве","Бучина","заказник","лісовий",2,"Рішення облвиконкому від 07.03.1991 р. № 68","ДП Бердичівське ЛГ","Любарський р-н, ДП Бердичівське ЛГ, Любарське лісництво, кв. 14, вид. 27"
45,"Житомирська","місцеве","Верчова ділянка","заказник","лісовий",2,"Рішення облвиконкому від 23.12.1991 р. № 360","ДП Олевське ЛГ","Олевський р-н, ДП Олевське ЛГ, Юрівське лісництво, кв. 14, вид. 6"
46,"Житомирська","місцеве","Гута","заказник","лісовий",77,"Рішення облвиконкому від 23.12.1991 р. № 360","ДП Радомишльське ЛМГ","Радомишльський р-н, ДП Радомишльське ЛМГ, Радомишльське лісництво, кв. 49, вид. 11; кв. 50, вид. 24; кв.51, вид. 31"
47,"Житомирська","місцеве","Даньов","заказник","лісовий",226,"Рішення облвиконкому від 07.03.1991 р. № 68","ДП Ємільчинське ЛГ","Ємільчинський р-н, ДП Ємільчинське ЛГ, Глумчанське лісництво, кв. 46, 52"
48,"Житомирська","місцеве","Дивлинський","заказник","лісовий",220.4,"Рішення облвиконкому від 23.12.1991 р. № 360","ДП Лугинське ЛГ","Лугинський р-н, ДП Лугинське ЛГ, Дивлинське лісництво, кв. 25, 26"
49,"Житомирська","місцеве","Діброва лісничого Вронського","заказник","лісовий",5.5,"Рішення облвиконкому від 07.03.1991 р. № 68","ДП Житомирське ЛГ","Житомирський р-н, ДП Житомирське ЛГ, Корабельне лісництво, кв. 20, вид. 8"
50,"Житомирська","місцеве","Жубровицький","заказник","лісовий",26.2,"Рішення облвиконкому від 23.12.1991 р. № 360","ДП Білокоровицьке ЛГ","Олевський р-н, ДП Білокоровицьке ЛГ, Жубровицьке лісництво, кв.38, вид. 1; кв.39, вид.9"
51,"Житомирська","місцеве","Забране","заказник","лісовий",31.7,"Рішення облвиконкому від 23.12.1991 р. № 360","ДП Коростенське ЛМГ","Коростенський р-н, ДП Коростенське ЛМГ, Шершнівське лісництво, кв. 75, вид. 21; кв. 80, вид. 1, 2, 3, 4, -7"
52,"Житомирська","місцеве","Зривисько","заказник","лісовий",105,"Рішення 7 сесії 24 скликання обласної ради від 23.04.2003 № 207","Житомирський військовий лісгосп","Чуднівський р-н, Житомирський військовий лісгосп, Чуднівське військове лісництво, кв. 4, 17"
53,"Житомирська","місцеве","Замок Терещенка","заказник","лісовий",22.1,"Рішення облвиконкому від 23.12.1991 р. № 360","ДП Житомирське ЛГ","Житомирський р-н, ДП Житомирське ЛГ , Тригірське лісництво, кв. 9, вид. 1-5, 7, 8"
54,"Житомирська","місцеве","Коршомка","заказник","лісовий",408.2,"Рішення 7 сесії 24 скликання обласної ради від 23.04.2003 № 207","Житомирський військовий лісгосп","Чуднівський р-н, Житомирський військовий лісгосп, Чуднівське лісництво, кв. 5-8; кв. 18, вид. 1-8; кв. 19, вид. 1-8, кв. 20, вид. 21"
55,"Житомирська","місцеве","Кам’яна гірка","заказник","лісовий",5.8,"Рішення облвиконкому від 31.03.1984 р. №149","ДП Словечанське ЛГ","Овруцький р-н, ДП Словечанське ЛГ, Кованське лісництво, кв. 36, вид. 29"
56,"Житомирська","місцеве","Ліс над Случчю","заказник","лісовий",26.8,"Рішення 16 сесії обласної ради п’ятого скликання від 15.08.08 № 642 Про утворення об’єктів природно-заповідного фонду місцевого значення","ДП Городницьке ЛГ","Новоград-Волинський р-н, ДП Городницьке ЛГ, Дзержинське л-во, кв. 13, вид. 4, 8-11"
57,"Житомирська","місцеве","Лугинські дубняки","заказник","лісовий",150,"Рішення сесії обласної ради XXII скликання від 03.03.1995 р.","ДП Лугинське ЛГ","Лугинський р-н, ДП Лугинське ЛГ , Лугинське лісництво, кв. 63, 64, вид. 5, 6, 10, 11, 18, 20, 26; кв. 73, вид. 3, 7, 8, 24; кв.74, вид. 2 "
58,"Житомирська","місцеве","Микитче","заказник","лісовий",3298.8,"Рішення 11 сесії 23 скликання облради від 29.11.2001","ДП Олевське ЛГ","Олевський р-н, ДП Олевське ЛГ, Журжевицьке лісництво, кв . 44, 45, 47, 48, 49, 51, 53-,60; Хочинське лісництво, кв. 51, вид. 19-25; кв. 52; кв. 56, вид. 7-15; кв. 58, 63, 64, 65, 69; Юрівське лісництво, кв. 1-4, 6-8, 12, 13"
59,"Житомирська","місцеве","Михеївський","заказник","лісовий",35,"Рішення облвиконкому від 23.12.1991 р. № 360","ДП Городницьке ЛГ","Новоград-Волинський р-н, ДП Городницьке ЛГ, Дзержинське лісництво, кв. 50, вид. 10"
60,"Житомирська","місцеве","Над Тетеревом","заказник","лісовий",34.8,"Рішення облвиконкому від 23.12.1991 р. № 360","ДП Житомирське ЛГ","Житомирський р-н, землі КЕЧ Житомирського р-ну, Тригірське лісництво, кв. 13, вид. 24, 25, 30; кв.18, вид. 2, 3, 4; кв.19, вид. 1, 2, 3, 4, 7; кв. 20, вид. 1."
61,"Житомирська","місцеве","Нехворощ","заказник","лісовий",33,"Рішення облвиконкому від 03.12.1982 р. № 489","ДП Попільнянське ЛГ","Андрушівський р-н, ДП Попільнянське ЛГ, Андрушівське лісництво, кв. 90, вид. 2"
62,"Житомирська","місцеве","Олевський","заказник","лісовий",99,"Рішення облвиконкому від 23.12.1991 р. № 360","ДП Олевське ЛГ","Олевський р-н, ДП Олевське ЛГ, Олевське лісництво, кв. 16, вид. 6"
63,"Житомирська","місцеве","Поломи","заказник","лісовий",347,"Рішення облвиконкому від 97.03.1991 р. № 68","ДП Ємільчинське ЛГ","Ємільчинський р-н, ДП Ємільчинське ЛГ, Корольовське лісництво, кв. 7, 13, 19"
64,"Житомирська","місцеве","Попільнянський ліс","заказник","лісовий",5.8,"Рішення облвиконкому від 20.11.1967 р. № 610","ДП Попільнянське ЛГ","Попільнянський р-н, ДП Попільнянське ЛГ, Попільнянське лісництво, кв. 20, вид.12"
65,"Житомирська","місцеве","Путівець","заказник","лісовий",5.3,"Рішення облвиконкому від 23.12.1991 р. №360","ДП Білокоровицьке ЛГ","Олевський р-н, ДП Білокоровицьке ЛГ, Радовельське лісництво, кв. 31, вид. 8, 23, 27, 28"
66,"Житомирська","місцеве","Радого-щанський","заказник","лісовий",152,"Рішення сесії обласної ради . XXII скликання від 03.03.1995 р","ДП Лугинське ЛГ","Лугинський р-н, ДП Лугинське ЛГ, Літківське лісництво, кв. 14"
67,"Житомирська","місцеве","Радо-мишльський","заказник","лісовий",166.4,"Рішення облвиконкому від 23.12.1991 р. № 360","ДП Радомишльське ЛМГ"," Радомишльський р-н, ДП Радомишльське ЛМГ, Радомишльське лісництво, кв. 7, вид. 30, 31; кв. 11, вид.1, 2, 7; кв. 12, вид. 1- 7; кв. 13, вид. 17, 13; кв. 24, вид. 5; кв. 25, вид. 1-6."
68,"Житомирська","місцеве","Сапожинський","заказник","лісовий",100.1,"Рішення облвиконкому від 23.12.1991 р. № 360","ДП Городницьке ЛГ","Новоград-Волинський р-н, ДП Городницьке ЛГ, Дзержинське лісництво, кв. 71, вид. 7, 10; кв. 72, вид. 1"
69,"Житомирська","місцеве","Словечанський кряж","заказник","лісовий",18230,"Рішення Ш сесії 23 скликання обласної ради від 17.09.1998 р.","ДП Словечанське ЛГ"," Овруцький р-н, ДП Словечанське ЛГ, Кованське лісництво, кв. 1-5, 15, 22, 23, 30-32, 35-40, 44, 45; Городецьке лісництво, кв. 7, 8, 13, 16-19, 22, 23, 29-32, 37, 39-42, 43-48, 50-56, Листвинське лісництво, кв., 1-7, 15-17, 22-24, 31-33, 42, 43, 73, 77-82, Усівське лісництво, кв. 1, 2, 6-10, 17-19, 26-28, 30, 31, 36, 37, 42, 50, 52-80, Велідницьке лісництво, кв. 23, 24, 34, 35, 43, 44, 52-55, 64-66, 75, 82, 84, 86-98, Тхоринське лісництво, кв. 1, 3-31."
70,"Житомирська","місцеве","Старі Гарти","заказник","лісовий",159,"Рішення облвиконкому від 01.02.1988 р. № 27","ДП Ємільчинське ЛГ","Ємільчинський р-н, ДП Ємільчинське ЛГ, Гартівське лісництво, кв. 8, 9"
71,"Житомирська","місцеве","Старочуд-нівський","заказник","лісовий",4.6,"Рішення облвиконкому від 23.12.1991 р. № 360","ДП Баранівське ЛМГ","Романівський р-н, ДП Баранівське ЛМГ, Биківське лісництво, кв. 75, вид.7"
72,"Житомирська","місцеве","Стовпинський","заказник","лісовий",67.1,"Рішення облвиконкому від 23.12.1991 р. №360","ДП Білокоровицьке ЛГ","Олевський р-н, ДП Білокоровицьке ЛГ, Жубровицьке лісництво, кв. 3, вид. 34; кв. 11, вид. 3, 12"
73,"Житомирська","місцеве","Сторожівський","заказник","лісовий",0.4,"Рішення облвиконкому від 23.12.1991 р. № 360","ДП Городницьке ЛГ","Новоград-Волинський р-н, ДП Городницьке ЛГ, Дзержинське лісництво, кв. 55, вид.8"
74,"Житомирська","місцеве","Тересини","заказник","лісовий",2189.7," Рішення 14 сесії облради 23 скликання від 04.07.2000 р. Про території та об’єкти природно-заповідного фонду місцевого значення (площа – 2184 га). Розширено рішенням XXI сесії Житомирської обласної ради V скликання від 09.09.09 № 883 Про утворення та розширення об’єктів природно-заповідного фонду місцевого значення (площа – 2189,4га; розширено з 2184 га до 2189,4 га). Розширено рішенням XXIV сесії Житомирської обласної ради V скликання від 11.05.10 № 1084 Про зміну меж об’єктів природно-заповідного фонду місцевого значення з 2189,4 га до 2189,7 га","ДП Олевське ЛГ","Олевський р-н, ДП Олевське ЛГ, Олевське лісництво, кв. 62, 63, 64, 69,70, 71, 72 (вид. 1 – пл. 0,6 га); Кам’янське лісництво, кв. 4, 5, 6, 7, 10, 11, 12, 13, 14, 17, 18, 22, 29, 35"
75,"Житомирська","місцеве","Турейка","заказник","лісовий",4,"Рішення сесії обласної ради XXII скликання від 03.03.1995 р.","ДП Лугинське ЛГ","Лугинський р-н, ДП Лугинське ЛГ, Лугинське лісництво, кв. 86, вид. 3, 10, 11, 12, 14, 15"
76,"Житомирська","місцеве","Урочище камінь","заказник","лісовий",39,"Рішення 7 сесії 24 скликання обласної ради від 23.04.2003 № 207","ДП Дзержинський лісгосп АПК","Романівський р-н, ДП Дзержинський лісгосп АПК, кв. 51"
77,"Житомирська","місцеве","Харкові круги","заказник","лісовий",29.7,"Рішення облвиконкому від 23.12.1991 р. № 360","ДП Олевське ЛГ","Олевський р-н, ДП Олевське ЛГ, Юрівське лісництво, кв. 42, вид. 19, 21, 24, 42"
78,"Житомирська","місцеве","Чорний бусел","заказник","лісовий",84,"Рішення облвиконкому від 23.12.1991 р. №360","ДП Олевське ЛГ","Олевський р-н, ДП Олевське ЛГ, Юрівське лісництво, кв. 46, вид.1"
79,"Житомирська","місцеве","Юзиховка","заказник","лісовий",439,"Рішення облвиконкому від 01.02.1988 р. № 27","ДП Ємільчинське ЛГ","Ємільчинський р-н, ДП Ємільчинське ЛГ, Жужельське лісництво, кв. 72, 73, 79, 80, Кочичинське лісництво, кв. 70, 72"
80,"Житомирська","місцеве","Яремів ліс","заказник","лісовий",70,"Рішення сесії обласної ради XXII скликання від 03.03.1995 р.","ДП Червоноармійський лісгосп АПК","Червоноармійський р-н, ДП Червоноармійський лісгосп АПК, кв. 3, вид. 19-25; кв. 4, вид. 16-20, 24-45 "
81,"Житомирська","місцеве","Острів","заказник","лісовий",189.5,"Рішення 21 сесії обласної ради п’ятого скликання від 09.09.09 № 883 Про утворення та розширення об’єктів природно-заповідного фонду місцевого значення","ДП Малинське ЛГ","Малинський р-н, ДП Малинське ЛГ, Малинське лісництво, кв. 13, 14, 19 (вид. 6,7,8,9,10,16,18), 20, 21, 22"
82,"Житомирська","місцеве","Межиріччя","заказник","лісовий",274,"Рішення 25 сесії Житомирської обласної ради п’ятого скликання від 11.06.10 № 1138 Про утворення об’єктів природно-заповідного фонду місцевого значення","ДП Коростенський лісгосп АПК","Коростенський р-н, ДП Коростенський лісгосп АПК, Коростенське лісництво, кв. 16 (вид. 7, 11, 12, 13, 14, 16), кв. 17, кв. 21"
