"id","oblast","importance","name","category","type","area.ha","desig.decision","operator","location"
27,"Рівненська","загальнодержавне","Гощанський парк","парк-пам’ятка садово-паркового мистецтва",,7,"Постанова колегії Держкомприроди УРСР № 22 від 26.07.1972р. (Постанова Держкомприроди УРСР № 18 від 30.08.90р.)","Гощанська селищна рада","смт.Гоща"
28,"Рівненська","місцеве","Соколині гори","заказник","ландшафтний",510,"Рішення облвиконкому № 343 від 22.11.83р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р.)"," ДП Соснівський лісгосп ДП СЛАП Березнівський держспецлісгосп, СВСК Агроліс, Губківська сільська рада, Марининська сільська рада","Березнівський р-н Жовтневе л-во: кв. 1, 2, 4, 5 кв.54 вид.9-16 кв. 59 вид. 1-6"
29,"Рівненська","місцеве","Агатівка","заказник","ландшафтний",403,"Рішення облради № 322 від 5.03.04р.","ДП Острозький лісгосп","Гощанський р-н Гощанське л-во: кв. 18, 19, 20"
30,"Рівненська","місцеве","Кузьмівський","заказник","ландшафтний",450,"Рішення облради № 33 від 28.02.95р.","ДП Березнівський лісгосп","Сарненський р-н Кузьмівське л-во: кв. 13, 14, 22, 23"
31,"Рівненська","місцеве","Урочище Каліжари","заказник","ландшафтний",447,"Рішення облради № 33 від 28.02.95р.","ДП Березнівський лісгосп","Сарненський р-н Малинське л-во: кв. 29-31, 36"
32,"Рівненська","місцеве","Урочище Звіринець","заказник","ландшафтний",83.8,"Рішення облради № 584 від 27.05.05р.","ДП СЛАП Здолбунівський держспецлісгосп","Здолбунівський р-н кв. 42 вид. 2-12"
33,"Рівненська","місцеве","Північно-Мостівський","заказник","ландшафтний",18.1,"Рішення облради № 584 від 27.05.05р.","ДП СЛАП Здолбунівський держспецлісгосп","Здолбунівський р-н кв. 60 вид. 26-28"
34,"Рівненська","місцеве","Південно-Мостівський","заказник","ландшафтний",17.7,"Рішення облради № 584 від 27.05.05р. (зі змінами рішення облради № 1331 від 25.09.09р.)","ДП Острозький лісгосп","Здолбунівський р-н Мостівське л-во: кв. 48 вид. 1-8, 10"
35,"Рівненська","місцеве","Сапожинський ліс","заказник","ландшафтний",31.9,"Рішення облради № 584 від 27.05.05р.","ДП Острозький лісгосп","Гощанський район Гощанське л-во: кв. 17 вид. 3, 5, 8, 9"
36,"Рівненська","місцеве","Урочище Сочута","заказник","ландшафтний",214,"Рішення облради № 584 від 27.05.05р.","ДП Соснівський лісгосп","Корецький район Більчаківське л-во: кв.58, 59"
37,"Рівненська","місцеве","Передільські горби","заказник","ландшафтний",25.7,"Рішення облради № 584 від 27.05.05р.","Малошпаківська сільська рада","Рівненський район с.Малий Шпаків"
38,"Рівненська","місцеве","Більчаківський","заказник","лісовий",17,"Рішення облвикон­кому № 343 від 22.11.83р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р. та рішення облради № 1331 від 25.09.09р.)","ДП Соснівський лісгосп","Березнівський р-н Більчаківське л-во: кв. 51 вид.21, 28, 29"
39,"Рівненська","місцеве","Остроганський","заказник","лісовий",168.4,"Рішення облради № 69 від 19.03.99р.","ДП Соснівський лісгосп","Березнівський р-н Більчаківське л-во: кв. 39 вид.1, кв. 48 вид.1, 6; кв. 49 вид.11, 21; кв. 56 вид.7, кв. 57 вид.1, 11, 16, 17, 18"
40,"Рівненська","місцеве","Березівський","заказник","лісовий",23.7,"Рішення облради № 322 від 5.03.04р.","ДП Соснівський лісгосп","Березнівський р-н Більчаківське л-во: кв. 11 вид.12, кв. 10 вид.13, 24"
41,"Рівненська","місцеве","Літвицький","заказник","лісовий",77.4,"Рішення облвикон­кому № 343 від 22.11.83 р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р. та зі змінами облради № 69 від 19.03.1999р.)","ДП Дубровицький лісгосп","Дубровицький район Літвицьке л-во: кв. 27; кв. 28 вид. 5"
42,"Рівненська","місцеве","Ольхава","заказник","лісовий",539,"Рішення облради № 33 від 28.02.95р.","ДП СЛАП Здолбунівський держспецлісгосп","Здолбунівський район кв 67, кв. 68: вид. 1-10, 12-29, 31-33, 36-46, 51-53 кв. 69, 70, 71 вид. 14-17 кв. 72"
43,"Рівненська","місцеве","Будеразький","заказник","лісовий",100,"Рішення облвикон­кому № 343 від 22.11.83 р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р. та рішення облради № 1331 від 25.09.09р.)","ДП Острозький лісгосп","Здолбунівський район Мостівське л-во: кв. 40"
44,"Рівненська","місцеве","Мостівський","заказник","лісовий",189.5,"Рішення облвикон­кому № 343 від 22.11.83 р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р. та зі змінами рішення облради № 584 від 27.05.2005р. та № 1331 від 25.09.09р.)","ДП Острозький лісгосп","Здолбунівський район Мостівське л-во: кв. 59 вид.20; кв. 60 вид.3; кв. 71 вид.1, 3, 6; кв. 72 вид.1, 8"
45,"Рівненська","місцеве","Базальтівський","заказник","лісовий",38,"Рішення облвиконкому № 343 від 22.11.83р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р.)","ДП Костопільський лісгосп","Костопільський район Базальтівське л-во: кв. 19 вид.5, 7"
46,"Рівненська","місцеве","Новоставський","заказник","лісовий",40,"Рішення облвикон­кому № 343 від 22.11.83р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р.)","ДП Клеванський лісгосп","Рівненський р-н Новоставське л-во: кв. 19 вид.9, 11, 12"
47,"Рівненська","місцеве","Урочище Медин","заказник","лісовий",20,"Рішення облвиконкому № 343 від 22.11.83 р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р.)","ДП Рокитнівський лісгосп","Рокитнівський район Рокитнівське л-во: кв.6 вид.2, 3, 5, 6, 10, 14, 15"
48,"Рівненська","місцеве","Немирівський ліс","заказник","лісовий",192,"Рішення облвиконкому № 98 від 18.06.91р.","ДП СЛАП Радивилівський держспецлісгосп","Радивилівський район кв. 89 вид. 1-32; кв. 90 вид. 1-3; 10-24, 27-29"
49,"Рівненська","місцеве","Карасинський","заказник","лісовий",267,"Рішення облвикон­кому № 343 від 22.11.83р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р. та рішення облради № 1438 від 18.12.2009р.)","ДП Сарненський лісгосп","Сарненський район Карпилівське л-во: кв. 17 вид. 1-42, 44-46; кв. 18 вид. 1-23, 25-37; кв. 27 вид.1, 2, 5-36; кв. 28 вид. 2-23"
50,"Рівненська","місцеве","Костянтинівський","заказник","лісовий",0.8,"Рішення облвиконкому № 343 від 22.11.83 р. (зі змінами рішення облвиконкому № 98 від 18.06.1991 р.)","ДП Сарненський лісгосп","Сарненський район Костянтинівське л-во: кв. 60 вид.24"
51,"Рівненська","місцеве","Чабельський","заказник","лісовий",51,"Рішення облвикон­кому № 343 від 22.11.83р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р.)","ДП Клесівський лісгосп","Сарненський район Чабельське л-во: кв. 20 вид.23, кв. 21 вид.27, кв. 27 вид.19"
52,"Рівненська","місцеве","Урочище Берці","заказник","лісовий",288,"Рішення облради № 33 від 28.02.95р.","ДП Березнівський лісгосп","Сарненський район Малинське л-во: кв. 18-20"
53,"Рівненська","місцеве","Урочище Павлівщина","заказник","лісовий",131,"Рішення облради № 584 від 27.05.05р.","ДП Клеванський лісгосп","Рівненський район Решуцьке л-во: кв. 51"
54,"Рівненська","місцеве","Болото Гало","заказник","ботанічний",6.5,"Рішення облради № 322 від 5.03.04р.","ДП Соснівський лісгосп","Березнівський район Щекичинське л-во: кв. 43 вид.47,48, 49"
55,"Рівненська","місцеве","Озерський","заказник","ботанічний",1840,"Рішення облвиконкому № 343 від 22.11.83 р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р.)","ДП Володимирецький лісгосп","Володимирецький район Озерецьке л-во: кв.1, 2, 5-7, 10-15, 17-20"
56,"Рівненська","місцеве","Мульчицький","заказник","ботанічний",3860,"Рішення облвиконкому № 343 від 22.11.83 р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р.)","ДП Володимирецький лісгосп, ДП СЛАП Зарічненський держспецлісгосп","Володимирецький район, Озерецьке л-во: кв. 24а-28а, 30а, 31а, 33а, 37а-39а; (Зарічненський р-н) Мульчицьке л-во: кв. 3, 5, 7, 8, 15-18, 23, 24, 27-32; Привітівське л-тво кв. 46, 47, 48, 49"
57,"Рівненська","місцеве","Партизанський","заказник","ботанічний",1942,"Рішення облвиконкому № 343 від 22.11.83р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р.)","ДП Володимирецький лісгосп","Володимирецький район Партизанське л-во: кв. 12, 15, 16, 23, 24, 25, 32-40"
58,"Рівненська","місцеве","Красносільський","заказник","ботанічний",934,"Рішення облвикон­кому № 98 від 18.06.1991 р. (зі змінами рішення облради № 322 від 05.03.2004р. та № 584 від 27.05.2005р.","ДП Володимирецький лісгосп","Володимирецький район Красносільське л-во: кв.15, 24-26, 40-43"
59,"Рівненська","місцеве","Воронківський","заказник","ботанічний",123,"Рішення облвикон­кому № 98 від 18.06.1991р. (зі змінами рішення облради № 58 від 29.10.2002р.; № 322 від 05.03.2004р. та №584 від 27.05.2005р.","Воронківська сільська рада","Володимирецький район с.Воронки"
60,"Рівненська","місцеве","Урочище Вижар","заказник","ботанічний",36,"Рішення облвикон­кому № 343 від 22.11.83р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р.)","Довговільська сільська рада, ДП СЛАП Володимирецький держспецлісгосп","Володимирецький район Центральне л-тво: кв.57 вид. 12, 16"
61,"Рівненська","місцеве","Урочище Липне","заказник","ботанічний",40,"Рішення облвикон-кому № 343 від 22.11.83р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р.)","Красносільської сільська рада, ДП СЛАП Володимирецький держспецлісгосп","Володимирецький район Центральне л-тво: кв.32 вид. 4"
62,"Рівненська","місцеве","Урочище Озарінь","заказник","ботанічний",90,"Рішення облвикон-кому № 343 від 22.11.83р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р.)","Воронківська сільська рада, ДП СЛАП Володимирецький держспецлісгосп","Володимирецький район Центральне л-тво: кв.10"
63,"Рівненська","місцеве","Урочище Потки","заказник","ботанічний",9,"Рішення облвикон-кому № 343 від 22.11.83р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р.)","Воронківська сільська рада, ДП СЛАП Володимирецький держспецлісгосп","Володимирецький район Центральне л-тво: кв.13 виділ 44 (3,1 га)"
64,"Рівненська","місцеве","Урочище Бережани","заказник","ботанічний",400,"Рішення облвикон­кому № 98 від 18.06.91р.","Птицька сільська рада","Дубенський район с.Турковичі"
65,"Рівненська","місцеве","Корнинський","заказник","ботанічний",77,"Рішення облвикон­ко­му № 343 від 22.11.83 р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р.)","ДП Рівненський лісгосп","Рівненський район Здолбунівське л-во: кв.1, 2"
66,"Рівненська","місцеве","Кунинська дача","заказник","ботанічний",200,"Рішення облвикон­кому № 343 від 22.11.83 р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р.)","ДП Рівненський лісгосп","Здолбунівський район Здолбунівське л-во: кв. 34-38"
67,"Рівненська","місцеве","Рокитнянська діброва","заказник","ботанічний",54,"Рішення облвикон­кому № 213 від 13.10.93 р.","ДП Костопільський лісгосп","Костопільський район Костопільське л-во: кв. 42"
68,"Рівненська","місцеве","Урочище Бір","заказник","ботанічний",579.2,"Рішення облвикон­ко­му № 213 від 13.10.93 р. (зі змінами рішення облради № 322 від 05.03.2004р. та № 584 від 27.05.2005 року)","ДП Острозький лісгосп","Острозький район Новомалинське л-во: кв. 1-3, 7, 8 (за винятком вид. 16, 30), 13, 14, 17 (за винятком вид. 22)"
69,"Рівненська","місцеве","Гориньград","заказник","ботанічний",8,"Рішення облради № 322 від 5.03.04р.","ДП Рівненський лісгосп","Рівненський район Олександрійське л-во: кв. 47 вид.17, 18"
70,"Рівненська","місцеве","Єльнівський","заказник","ботанічний",3548,"Рішення облвикон­кому № 343 від 22.11.83 р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р. та рішення облради № 1331 від 25.09.2009р.)","ДП Клесівський лісгосп","Рокитнівський район Єльнівське л-во: кв. 1-10, 12-20, кв. 24 вид.1, 2, 4, 6-8, 12, 14-18, 20, 23, 24, 27, 28, 31-40, 42-48; кв. 27 вид. 1-11 , 13-19; кв. 28 вид. 1-10, 12-24, 26-30, 32-38; кв. 30 вид. 1-11, 13-34; кв. 31 вид. 1-8, 10-13, 15-27, 29-34, 36-48, 50-58; кв. 39 вид. 1- 13, 15- 20, 22-29; кв. 40 вид. 1, 2, 4, 5, 7 ,9-19, 21-37, 40-45; кв. 49 вид. 1-3, 5-13, 14-30, 32-35, 37-47; кв. 50 вид. 1-16, 18-20, 22-29; кв. 51 вид. 1-9, 11-15, 17-40, 42-50; кв. 52 вид.1-39, 41-59."
71,"Рівненська","місцеве","Грабунський","заказник","ботанічний",769,"Рішення облвикон­кому № 343 від 22.11.83 р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р. та рішення облради № 1331 від 25.09.2009р.)","ДП Рокитнівський лісгосп","Рокитнівський район Березівське л-во: кв. 31-34, 36-38"
72,"Рівненська","місцеве","Глиннівський","заказник","ботанічний",2130,"Рішення облвикон­кому № 343 від 22.11.83 р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р.)","ДП Рокитнівський лісгосп","Рокитнівський район Глинівське л-во: кв. 12, 13, 21-23, 30-33, 42-45, 48-51, 56, 57"
73,"Рівненська","місцеве","Більський","заказник","ботанічний",1865,"Рішення облвикон­кому № 343 від 22.11.83 р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р. та рішення облради № 1331 від 25.09.2009р.)","ДП Рокитнівський лісгосп","Рокитнівський район Рокитнівське л-во: кв. 65-68, 70, 71, 73-77, 79-84"
74,"Рівненська","місцеве","Залавський","заказник","ботанічний",3064.7,"Рішення облвикон­кому № 343 від 22.11.83 р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р. та рішення облради № 1331 від 25.09.2009р.)","ДП Рокитнівський лісгосп","Рокитнівський район Залавське л-во: кв. 23-25, 29-31, 34-37, 41-52, 54-56, 59, 62"
75,"Рівненська","місцеве","Мушнянський","заказник","ботанічний",2018,"Рішення облвикон­кому № 343 від 22.11.83 р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р.)","ДП Остківський лісгосп","Рокитнівський район Мушнянське л-во: кв. 2-4, 6-16, 19, 20, 23, 24, 27, 28, 35, 36"
76,"Рівненська","місцеве","Карпилівський","заказник","ботанічний",700,"Рішення облвикон­кому № 343 від 22.11.83 р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р.)","Карпилівська сільська рада, ДП СЛАП Рокитнівський держспецлісгосп","Рокитнівський район Карпилівське л-во: кв.54 вид.1-10, кв.55 вид. 1, 3-36"
77,"Рівненська","місцеве","Плавський","заказник","ботанічний",600,"Рішення облвикон­кому № 343 від 22.11.83 р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р.)","Кам’янська сільська рада, ДП СЛАП Рокитнівський держспецлісгосп","Рокитнівський район Сновидовицьке л-во: кв. 5 вид. 1, 3, 4, 14-36, 39, 41"
78,"Рівненська","місцеве","Білинський","заказник","ботанічний",100,"Рішення облвикон­кому № 343 від 22.11.83 р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р.)","ДП Остківський лісгосп","Рокитнівський район Біловізьке л-во: кв. 36-38, 40-42"
79,"Рівненська","місцеве","Урочище Солонівське","заказник","ботанічний",103,"Рішення облвикон­кому № 343 від 22.11.83 р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р.)","Пляшевська сільська рада","Радивилівський район с.Солонів"
80,"Рівненська","місцеве","Урочище Ситенське","заказник","ботанічний",67,"Рішення облвикон­кому № 343 від 22.11.83р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р.)","Купецька сільська рада","Радивилівський район с.Ситне"
81,"Рівненська","місцеве","Михайлівський","заказник","ботанічний",199.8,"Рішення облвикон­кому № 345 від 16.12.86 р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р. та зі змінами рішення облради № 58 від 29.10.2002р.)","ДП Дубенський лісгосп","Радивилівський район Радивилівське л-во: кв. 104, 105 кв. 106 (за винятком вид.27)"
82,"Рівненська","місцеве","Лев’ятинське болото","заказник","ботанічний",23,"Рішення облвиконкому № 98 від 18.06.91р.","ДП СЛАП Радивилівський держспецлісгосп","Радивилівський район кв.54 вид.5-7, 9-16"
83,"Рівненська","місцеве","Урочище Кишка","заказник","ботанічний",422,"Рішення облради № 33 від 28.02.95р.","Крупецька сільська рада, ДП СЛАП Радивилівський держспецлісгосп","Радивилівський район кв. 63 вид.7-29; кв.66 вид.1-9; кв.67 вид. 1-8"
84,"Рівненська","місцеве","Урочище Савчуки","заказник","ботанічний",65.6,"Рішення облради № 33 від 28.02.95р.","ДП СЛАП Радивилівсь-кий держспецлісгосп","Радивилівський район кв. 24 вид. 1-9"
85,"Рівненська","місцеве","Бабинський ліс","заказник","ботанічний",137.8,"Рішення облради № 584 від 27.05.05р. (зі змінами рішення облради № 1331 від 25.09.09р.)","ДП Острозький лісгосп","Гощанський район Гощанське л-во: квартали 13; квартал 14 (за винятком вид.2)"
86,"Рівненська","місцеве","Квітуча гора","заказник","ботанічний",50,"Рішення облради № 584 від 27.05.05р.","Мильчанська сільська рада ДП СЛАП Дубенський держспецлісгосп","Дубенський район кв. 23 вид.1-5, 18"
87,"Рівненська","місцеве","Заплава річки Збитенка","заказник","ботанічний",112.5,"Рішення облради № 584 від 27.05.05р.","Будеразька сільська рада","Здолбунівський район с.Мости"
88,"Рівненська","місцеве","Болото Кругляк","заказник","ботанічний",32.6,"Рішення облради № 584 від 27.05.05р.","Будеразька сільська рада","Здолбунівський район с.Святе"
89,"Рівненська","місцеве","Великоозерянський","заказник","ботанічний",6111,"Рішення Рівненської обласної ради № 1195 від 27.03.2009р.","ДП Дубровицький лісгосп","Дубровицький район Будимлянське л-тво: кв. 40-43 Великочеремельське л-тво: кв.13, 17, 22, 23, 27-30, 34-56 Великоозерянське л-тво: кв. 1-4, 48-52, 54-63, 65-66"
90,"Рівненська","місцеве","Колобанки","заказник","ботанічний",50,"Рішення Рівненської обласної ради від 16.11.2012р. № 787","Копитківська сільська рада","Здолбунівський р-н."
91,"Рівненська","місцеве","Грабовещина","заказник","ботанічний",4.3,"Рішення Рівненської обласної ради№ 1195 від 27.03.2009р.","ДП СЛАП Млинівський держспецлісгосп","Млинівський район кв. 19 вид. 29, 30, 34"
92,"Рівненська","місцеве","Урочище Брище","заказник","загальнозоологічний",850,"Рішення облвиконкому № 343 від 22.11.83 р. (зі змінами рішення облвиконкому № 98 від 18.06.1991р. та рішення облради № 1331 від 25.09.09р.)","ДП Березнівський лісгосп","Березнівський район Князівське л-во: кв.5 вид.12-18, 20-21, 25; кв.6 вид.21; кв.8 вид.1-8, 22-23; кв.12 вид.18-26; кв.15 вид.1-19; кв. 16 вид.1-5; кв.17 вид.1-36; кв.19 вид. 2-7, 29, 32; кв.20 вид.21-26, 28; Бобрівське л-во: кв.13 вид.1-37; кв.14 вид. 1-27; кв.20 вид.26-37; кв.26 вид.1-30; кв.34 вид.1-3; кв.35 вид.1-13; кв. 36 вид.11-33; кв.37 вид.31-43; кв.47 вид. 1-11; кв. 48 вид. 1-16; кв.49 вид. 1-2, 33-34"
