№ з.п.;Назва території чи об’єкта ПЗФ;Категорія ;Тип;Площа, га;Місце розташування  території чи об`єкту ПЗФ;Назва установи, підпрємства, організації, землекористувача (землевласника), у віданні якого знаходиться територія чи об’єкт ПЗФ;Рішення, згідно з яким створено (змінено) дану територію чи об’єкт ПЗФ
1;"Регіональний ландшафтний парк ""Максимова дача""";Регіональний ландшафтний парк;;83,9;Ленінський район міста Севастополя, балка Хомутова в зоні зелених насаджень загального користування і частково в проектній зоні малоповерхової житлової забудови відповідно до Генерального плану розвитку міста Севастополя до 2025 року,  затвердженого Рішенням сесії Севастопольської міської ради від 13.12.2005 №4114;Розташований на землях не переданих у власність або користування. Спец. Адміністрацій згідно із ст. 12 ЗУ про ПЗФ не створена;Рішення Севастопольської міськради від 18.06.2013 року №5678
;Всього регіональних ландшафтних парків;1;;83,9;;;
1;Прибережний аквальний комплекс біля мису Лукулл;пам’ятка природи;гідрологічна ;128,5844;"Знаходиться в 3 км на південний захід від устя р.Альми, в 3 км на північний захід від с.Углове. Севастопольська частина пам’ятника природи починається у 200 м до заходу від бази відпочинку, розташованої у с.Углове. На півдні межі пам’ятнику природи проходять у 600 м від пляжу с.Андрєєвка;";"Військовий радгосп «Благодатний»;в/ч 53158 ЧФ РФ  - суміжний землекористувачЗемлі водного фонду  площею 113,4588 га не надані  у власність або користуванняОхоронні зобов'язанняАндріївської сільської Радивід 10.06.1994р. №1";Рішення Кримського  облвиконкому від 22.02. 1979 р. № 97.Примітка:Підтверджено спільним рішенням Кримського облвиконкому і Севастопольського міськвиконкому від 13.12.1984р. № 22/896 «Про мережу територій та об’єктів природно-заповідного фонду».Межі встановлені проектом землеустрою з організації та встановлення меж  території пам’ятки природи, затвердженим Розпорядженням Севастопольської міської державної адміністрації від 07.11.2005р. № 1468-р «Про затвердження проектів землеустрою з організації та встановлення меж територій природно-заповідного фонду місцевого значення м. Севастополя» з віднесенням земель до категорії земель природно-заповідного фонду.
2;“Прибережний аквальний комплекс біля Херсонесу Таврійського»;пам’ятка природи;гідрологічна ;60,6616;"Розташована у центрі північного краю Гераклейського півострова, між бухтами Пісочною та Карантинною, на прибережній території, що зайнята античним та середньовічним містом Херсонес (нині – Національний археологічний заповідник «Херсонес Таврійський») з прилеглою до неї акваторією Чорного моря. Західна межа визначена по існуючому молу, що відділяє Національний археологічний заповідник «Херсонес Таврійський» від пляжу «Сонячний» (бухта Пісочна). Східна межа визначена по межам існуючого    яхтклубу на території Національного заповідника (бухта Карантинна);";Національний заповідник “Херсонес Таврійський”(сухопутна земельна ділянка в межах землекористування - 1,0010 га)Землі водного фонду  площею 59,6606 га не надані  у власність або користування;Рішення Кримського  облвиконкому від 22.02. 1979 р. № 97.Примітка:Підтверджено спільним рішенням Кримського облвиконкому і Севастопольського міськвиконкому від 13.12.1984р. № 22/896 «Про мережу територій та об’єктів природно-заповідного фонду».Межі встановлені проектом землеустрою з організації та встановлення меж  території пам’ятки природи, затвердженим рішенням Севастопольської міської Ради від 04.07.2006р. № 393 «Про межи частини територій природно-заповідного фонду місцевого значення та оголошення територій в цих межах територіями  природно-заповідного фонду місцевого значення, які підлягають особливій охороні» з віднесенням земельної ділянки площею 59,6606 га до категорії земель водного фонду з охоронним режимом об’єкту ПЗФ відповідно до проекту всановлення меж, земельну ділянку площею 1,001 га – до категорії земельісторико-культурного призначення з охоронним режимом відповідно до проекту встановлення меж.
3;“Прибережнийаквальний комплекс біля мису Фіолент»;пам’ятка природи;гідрологічна ;179,4303;"Розташована у адміністративних межах м.Севастополя (Балаклавський район), на півдні Гераклейського півострова. Межі визначено від мису Лермонтова до Мармурової балки. Межує із комплексною пам’яткою природи місцевого значення «Мис Фіолент” та ландшафтним заказником загальнодержавного значення «Мис Фіолент»;";Пам’ятка природі розташована на землях, не наданих у власність або користування.;":Рішення Кримського облвиконкому від 22.02.1972р. № 97*(ППМ 122-565)Змінено площу:Розпорядження Севастопольської міської держадміністрації від 07.11.2005 р.№ 1468-р ""Про затвердження  проектів землеустрою з організації та встановлення меж територій природно-заповідного фонду місцевого значення м. Севастополя"" з віднесенням земель до категорії земель природно-заповідного фонду"
4;“Прибережний шквальний комплекс біля мису Сарич»;гідрологічна пам’ятка природи;;62,2831;"Розташована у адміністративних межах м.Севастополя (Балаклавський район), на північний схід від Ласпінської бухти, у 3,5 км на захід від смт Форос до мису Сарич;Орлинівське лісництво: всі виділи в межах кварталів 15, 16, 20, 22";"Сухопутна земельна ділянка: Державне підприємство«Севастопольське досвідне лісомисливське господарство» (Орлінівське лісництво) – 3,3720 га; в/ч 2382 МОУ – 0,1410 гаЗемлі водного фонду  площею 58,7701га не надані  у власність або користування";"Рішення Кримського облвиконкому від 22.02.1972р. № 97*(ППМ 124-565)Змінено площу та назву:Розпорядження Севастопольської міської держадміністрації від 07.11.2005 р.№ 1468-р ""Про затвердження  проектів землеустрою з організації та встановлення меж територій природно-заповідного фонду місцевого значення м. Севастополя"" з віднесенням земель до категорії земель природно-заповідного фонду"
;Разом пам`яток природи гідрологічних;4;;430,9594;;;
3;“Ушакова балка»;пам’ятка природи;ботанічна;11,92;"Розташована у Нахімовському районі м.Севастополя, на схід від Павлівського мису, на березі Севастопольської бухти, між Корабельною бухтою та Кілен-бухтою. З заходу, сходу та півдня Ушакова балка межує з житловою забудовою (вулиці Залізнодорожна, Надєждінцев, Папаніна, Матвія Вороніна, Робоча, Бутирська, Генерала Родіонова, Адмірала Макарова та ін.);";Пам’ятка природі розташована на землях, не наданих у власність або користування.;Рішення Кримського  облвиконкому від 22.02. 1979 р. № 97.Примітка:Підтверджено спільним рішенням Кримського облвиконкому і Севастопольського міськвиконкому від 13.12.1984р. № 22/896 «Про мережу територій та об’єктів природно-заповідного фонду».Межі встановлені проектом землеустрою з організації та встановлення меж  території пам’ятки природи, затвердженим рішенням Севастопольської міської Ради від 04.07.2006р. № 393 «Про межи частини територій природно-заповідного фонду місцевого значення та оголошення територій в цих межах територіями  природно-заповідного фонду місцевого значення, які підлягають особливій охороні» з віднесенням земель до категорії земель природно-заповідного фонду.
;Разом пам`яток природи ботанічних;1;;11,92;;;
5;«Мис Фіолент”;пам’ятка природи;комплексна ;5,8982;"Розташована у адміністративних межах м.Севастополя (Балаклавський район) на південному краю Гераклейського півострова (мис Фіолент), у 12 км на південний захід від мису Херсонес;";Пам’ятка природі розташована на землях, не наданих у власність або користування.;"Постанова бюро Кримського обкомуКПУ і Кримського облвиконкому від30.01.1969 р. № 19/8-67 *(ППМ 63-565)Змінено площу:Розпорядження Севастопольської міської держадміністрації від 07.11.2005 р.№ 1468-р ""Про затвердження  проектів землеустрою з організації та встановлення меж територій природно-заповідного фонду місцевого значення м. Севастополя"" з віднесенням земель до категорії земель природно-заповідного фонду"
;Разом пам`яток природи комплексних;1;;5,8982;;;
;Всього пам`яток природи місцевого значення;6;;448,7776;;;
1;«Скелі Ласпі»;заповідне урочище;;18,4387;Розташована у адміністративних межах м.Севастополя (Балаклавський район) південніше селищ Тилове та Орлине, на західному краю головної гряди Кримських гір (г.Каланих-Кая), у північній частині урочища Ласпі, на південний захід від Байдарської улоговини. Територія заповідного урочища «Скелі Ласпі» займає 12 квартал Орлинівського лісництва Севастопольського державного лісомисливського господарства.Орлинівське лісництво: всі виділи в межах кварталу 12.;Державне підприємство «Севастопольське досвідне лісомисливське господарство»  (18,4387га)Охоронні зобов'язанняСевастопольськогодержавного лісомислив-ського  господарствавід  05.02.1998р. №5.Переоформлены: Охоронні зобов'язанняДержавного підприємства «Севастопольське досвідне лісомисливське господарство»від  15.02.2010р. №02/2010 (до настоящего времени в адрес Госуправления не представлены);"Оголошено:Рішення Кримського облвиконкому від 20.05.1980р. № 353*,(статус ППМ з 1969р.)(ЗУМ 4-565)Змінено площу:Розпорядження Севастопольської міської держадміністрації від 07.11.2005 р.№ 1468-р ""Про затвердження  проектів землеустрою з організації та встановлення меж територій природно-заповідного фонду місцевого значення м. Севастополя"" з віднесенням земель до категорії земель природно-заповідного фонду"
;Всього заповідних урочищ;1;;18,4387;;;
;Всього територій та об`єктів ПЗФ місцевого значення;8;;551,1163;;;
;Всього територій та об`єктів ПЗФ;12;;26241,0163;;;
